Blender 4.0.2
Fra:1 Mem:92.87M (Peak 92.87M) | Time:00:59.30 | Remaining:01:04.19 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 144/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:01.94 | Remaining:00:54.15 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 160/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:04.50 | Remaining:00:45.41 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 176/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:06.64 | Remaining:00:37.45 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 192/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:08.50 | Remaining:00:30.27 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 208/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:10.33 | Remaining:00:23.84 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 224/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:11.96 | Remaining:00:17.97 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 240/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:13.49 | Remaining:00:12.62 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 256/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:15.02 | Remaining:00:07.71 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 272/300
Fra:1 Mem:92.87M (Peak 92.87M) | Time:01:16.49 | Remaining:00:03.18 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 288/300
Fra:1 Mem:124.51M (Peak 187.79M) | Time:01:17.59 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Sample 300/300
Fra:1 Mem:124.51M (Peak 187.79M) | Time:01:17.59 | Mem:74.52M, Peak:74.52M | Scene, ViewLayer | Finished
Saved: '/home/fac/piscina/V4/renders/projeto_render_7h.png'
Time: 01:18.01 (Saving: 00:00.39)

Fra:1 Mem:24.56M (Peak 24.56M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pedestal_Concreto_1
Fra:1 Mem:24.56M (Peak 24.56M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pedestal_Concreto_5
Fra:1 Mem:24.56M (Peak 24.56M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pilar_Eucalipto_5
Fra:1 Mem:24.57M (Peak 24.57M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pedestal_Concreto_7
Fra:1 Mem:24.58M (Peak 24.58M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pedestal_Concreto_8
Fra:1 Mem:24.58M (Peak 24.58M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pedestal_Concreto_9
Fra:1 Mem:24.59M (Peak 24.59M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Pilar_Eucalipto_10
Fra:1 Mem:24.60M (Peak 24.60M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Piso_Quiosque_L
Fra:1 Mem:24.61M (Peak 24.61M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Telhado_Zinco_L
Fra:1 Mem:24.62M (Peak 24.62M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Piso_Area_Piscina
Fra:1 Mem:24.62M (Peak 24.62M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Piscina_Esmeralda_Casca
Fra:1 Mem:24.63M (Peak 24.63M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Piscina_Esmeralda_Agua
Fra:1 Mem:24.64M (Peak 24.64M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_1_a
Fra:1 Mem:24.64M (Peak 24.64M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_1_b
Fra:1 Mem:24.65M (Peak 24.65M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_1_Porta
Fra:1 Mem:24.65M (Peak 24.65M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_2_a
Fra:1 Mem:24.66M (Peak 24.66M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_2_b
Fra:1 Mem:24.66M (Peak 24.66M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Oeste_2_Porta
Fra:1 Mem:24.67M (Peak 24.67M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Leste_1_a
Fra:1 Mem:24.68M (Peak 24.68M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Leste_1_b
Fra:1 Mem:24.68M (Peak 24.68M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Leste_1_Porta
Fra:1 Mem:24.69M (Peak 24.69M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Leste_2_a
Fra:1 Mem:24.69M (Peak 24.69M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Leste_2_b
Fra:1 Mem:24.69M (Peak 24.69M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Norte
Fra:1 Mem:24.69M (Peak 24.69M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Parede_Sul
Fra:1 Mem:24.69M (Peak 24.69M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Particao_Ducha
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Particao_Lavabo
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banheiro_Piso
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ducha_1_Eletrico
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ducha_1_Registro
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ducha_2_Base
Fra:1 Mem:24.70M (Peak 24.70M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ducha_2_Coluna
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ducha_2_Eletrico
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_1_Caixa
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_1_Bacia
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_1_Assento
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_1_Pia
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_1_Torneira
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_2_Caixa
Fra:1 Mem:24.71M (Peak 24.71M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_2_Bacia
Fra:1 Mem:24.72M (Peak 24.72M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_2_Assento
Fra:1 Mem:24.72M (Peak 24.72M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lavabo_2_Torneira
Fra:1 Mem:24.72M (Peak 24.72M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Base
Fra:1 Mem:24.73M (Peak 24.73M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Tampo_Sul
Fra:1 Mem:24.73M (Peak 24.73M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Tampo_Norte
Fra:1 Mem:24.74M (Peak 24.74M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Pia_Cuba
Fra:1 Mem:24.74M (Peak 24.74M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Pia_Coluna_Torneira
Fra:1 Mem:24.74M (Peak 24.74M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bancada_Pia_Bico_Torneira
Fra:1 Mem:24.74M (Peak 24.74M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Barra_1
Fra:1 Mem:24.75M (Peak 24.75M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Barra_3
Fra:1 Mem:24.75M (Peak 24.75M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Barra_4
Fra:1 Mem:24.76M (Peak 24.76M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Barra_5
Fra:1 Mem:24.76M (Peak 24.76M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Barra_6
Fra:1 Mem:24.76M (Peak 24.76M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Brasa
Fra:1 Mem:24.76M (Peak 24.76M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Churrasqueira_Chamine
Fra:1 Mem:24.77M (Peak 24.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Tampo
Fra:1 Mem:24.77M (Peak 24.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terca_Ala_Xm225
Fra:1 Mem:24.77M (Peak 24.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Pe_-1_-1
Fra:1 Mem:24.77M (Peak 24.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Pe_-1_1
Fra:1 Mem:24.78M (Peak 24.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Pe_1_-1
Fra:1 Mem:24.78M (Peak 24.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Pe_1_1
Fra:1 Mem:24.78M (Peak 24.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banco_Oeste_Pe_-1
Fra:1 Mem:24.78M (Peak 24.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banco_Oeste_Pe_1
Fra:1 Mem:24.79M (Peak 24.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banco_Leste_Pe_-1
Fra:1 Mem:24.79M (Peak 24.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Banco_Leste_Pe_1
Fra:1 Mem:24.79M (Peak 24.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Parede_Sul_1_2
Fra:1 Mem:24.80M (Peak 24.80M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Parede_Leste_3_4
Fra:1 Mem:24.80M (Peak 24.80M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Parede_Leste_4_5
Fra:1 Mem:24.80M (Peak 24.80M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sala_Tapete
Fra:1 Mem:24.80M (Peak 24.80M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Assento
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Encosto
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Braco_1
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Pe_0_-1
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Pe_0_1
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Pe_1_-1
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Sul_Pe_1_1
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Assento
Fra:1 Mem:24.81M (Peak 24.81M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Encosto
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Braco_-1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Braco_1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Pe_0_1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Pe_1_-1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sofa_Norte_Pe_1_1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Centro_Pe_-1_-1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Centro_Pe_-1_1
Fra:1 Mem:24.82M (Peak 24.82M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mesa_Centro_Pe_1_-1
Fra:1 Mem:24.83M (Peak 24.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Tampo
Fra:1 Mem:24.84M (Peak 24.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Coluna
Fra:1 Mem:24.85M (Peak 24.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terca_Central_X2
Fra:1 Mem:24.85M (Peak 24.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Banqueta_1_Assento
Fra:1 Mem:24.85M (Peak 24.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Banqueta_1_Coluna
Fra:1 Mem:24.86M (Peak 24.86M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Banqueta_2_Assento
Fra:1 Mem:24.86M (Peak 24.86M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_1_Banqueta_2_Coluna
Fra:1 Mem:24.87M (Peak 24.87M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Tampo
Fra:1 Mem:24.88M (Peak 24.88M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Coluna
Fra:1 Mem:24.88M (Peak 24.88M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Base
Fra:1 Mem:24.88M (Peak 24.88M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Banqueta_1_Coluna
Fra:1 Mem:24.88M (Peak 24.88M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Banqueta_1_Base
Fra:1 Mem:24.89M (Peak 24.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Banqueta_2_Assento
Fra:1 Mem:24.89M (Peak 24.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Banqueta_2_Coluna
Fra:1 Mem:24.89M (Peak 24.89M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | MesaBar_2_Banqueta_2_Base
Fra:1 Mem:24.90M (Peak 24.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Geladeira_Corpo
Fra:1 Mem:24.90M (Peak 24.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Geladeira_Linha_Divisoria
Fra:1 Mem:24.90M (Peak 24.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Geladeira_Puxador_1
Fra:1 Mem:24.90M (Peak 24.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Corpo
Fra:1 Mem:24.90M (Peak 24.90M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Cooktop
Fra:1 Mem:24.91M (Peak 24.91M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Boca_0_0
Fra:1 Mem:24.91M (Peak 24.91M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Boca_1_0
Fra:1 Mem:24.92M (Peak 24.92M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Boca_1_1
Fra:1 Mem:24.93M (Peak 24.93M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fogao_Forno_Porta
Fra:1 Mem:24.93M (Peak 24.93M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | TV_Suporte
Fra:1 Mem:24.93M (Peak 24.93M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | TV_Moldura
Fra:1 Mem:24.94M (Peak 24.94M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | TV_Tela
Fra:1 Mem:24.94M (Peak 24.94M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Montante_P2
Fra:1 Mem:24.94M (Peak 24.94M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Terca_Oeste_X0
Fra:1 Mem:24.94M (Peak 24.94M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Montante_P3
Fra:1 Mem:24.95M (Peak 24.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Montante_P4
Fra:1 Mem:24.95M (Peak 24.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Montante_P5
Fra:1 Mem:24.95M (Peak 24.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viga_Transv_Y0
Fra:1 Mem:24.97M (Peak 24.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viga_Transv_Y4
Fra:1 Mem:24.97M (Peak 24.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viga_Transv_Y12
Fra:1 Mem:24.97M (Peak 24.97M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viga_Transv_Ala_Y12
Fra:1 Mem:25.03M (Peak 25.03M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:18.86M (Peak 25.03M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:18.87M (Peak 25.03M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:18.87M (Peak 25.03M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:18.87M (Peak 25.03M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Background
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:18.97M (Peak 25.03M) | Time:00:00.04 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:19.00M (Peak 25.03M) | Time:00:00.04 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:19.00M (Peak 25.03M) | Time:00:00.04 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:19.00M (Peak 25.03M) | Time:00:00.04 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:19.00M (Peak 25.03M) | Time:00:00.04 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:19.16M (Peak 25.03M) | Time:00:00.04 | Mem:0.06M, Peak:0.06M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:19.26M (Peak 25.03M) | Time:00:00.04 | Mem:0.07M, Peak:0.07M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:19.24M (Peak 25.03M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:19.24M (Peak 25.03M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:19.24M (Peak 25.03M) | Time:00:00.04 | Mem:0.45M, Peak:0.45M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:19.24M (Peak 25.03M) | Time:00:00.04 | Mem:0.87M, Peak:1.19M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:19.24M (Peak 25.03M) | Time:00:00.04 | Mem:0.87M, Peak:1.19M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:0.87M, Peak:1.19M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.24M, Peak:1.24M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.24M, Peak:1.24M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.24M, Peak:1.24M | Scene, ViewLayer | Updating Images
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.24M, Peak:1.24M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.24M, Peak:1.24M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.32M, Peak:1.32M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.33M, Peak:1.33M | Scene, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:19.61M (Peak 25.03M) | Time:00:00.04 | Mem:1.33M, Peak:1.33M | Scene, ViewLayer | Updating Lights | Computing tree
